0,0,0,213,9,8,2,2,138.124,0,0,3,0,0,0,0,1,2,0,0,0,1,63.32,2,16,6,6,6,2,6,6,2,0,0,2,0,2,0,0,0,0,0,0,0,2,2,1,1,1,0,9
3,0,3,274,16,18,14,0,196.163,0,0,2,0,0,0,0,0,0,0,0,0,0,25.78,7,18,0,0,0,3,0,0,0,0,0,0,0,0,0,14,6,0,0,0,1,2,2,0,0,0,3,3
0,0,0,102,4,3,2,0,56.0237,0,0,3,0,0,0,0,0,1,0,0,0,0,69.11,0,0,0,0,0,0,4,4,0,2,4,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,4
3,1,1,405,21,23,8,5,266.187,0,0,4,4,1,0,0,1,2,0,0,0,0,49.77,33,80,30,0,0,28,16,0,0,0,0,0,0,0,0,25,16,3,0,0,0,5,4,1,0,0,1,9
1,0,1,180,10,10,8,2,124.096,0,0,1,1,0,0,0,0,1,0,0,1,0,17.07,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,1,5
1,0,1,148,8,8,6,0,100.074,0,0,1,0,0,0,0,0,1,0,0,0,0,20.23,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,3
1,0,1,164,9,9,6,0,112.085,0,0,1,0,0,0,0,0,1,0,0,0,0,20.23,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,1,4
2,0,2,224,14,15,12,3,168.15,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,2,0,0,0,0,2,4
2,1,2,153,9,10,8,0,110.092,0,0,1,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1
7,2,1,458,25,31,10,0,312.237,0,0,4,3,2,0,0,0,1,1,0,0,0,32.78,80,112,0,0,0,25,0,0,0,0,0,0,0,0,0,27,12,0,0,0,0,8,4,0,0,0,1,2
2,0,0,366,18,19,8,2,232.151,0,0,5,6,0,0,0,0,3,0,0,0,0,75.27,124,146,84,0,0,12,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,7
0,0,0,163,4,3,0,0,251.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
1,0,1,301,13,13,8,3,191.547,0,0,3,0,0,0,0,1,2,0,0,0,1,46.53,4,40,0,0,12,29,0,0,11,0,0,0,0,0,0,2,10,0,0,3,0,2,4,0,0,1,1,8
0,0,0,100,5,4,4,1,64.0422,0,0,1,0,0,0,0,0,1,0,0,0,0,17.07,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5
4,1,0,632,32,35,10,5,408.275,0,0,6,5,3,0,0,2,5,0,0,0,0,100.9,1029,747,207,0,0,104,62,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,6,2,0,0,0,16
1,0,0,273,14,14,2,5,194.189,0,0,2,5,0,0,0,0,1,0,0,0,0,20.31,112,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,9
0,0,0,292,17,16,0,14,208.171,0,0,1,14,0,0,0,1,1,0,0,0,0,20.23,560,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,17
0,0,0,273,14,13,2,10,178.123,0,0,3,9,0,0,0,1,2,0,0,0,1,63.32,120,108,54,54,45,2,24,24,2,0,0,11,0,11,0,0,0,0,0,0,0,9,2,1,1,1,0,14
3,1,2,347,20,22,14,5,246.202,0,0,3,0,0,0,0,0,0,1,0,0,0,27.63,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,12,9,0,0,3,0,2,1,0,0,2,6
1,0,1,161,8,8,6,0,163.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,3
0,0,0,248,13,12,2,9,164.116,0,0,2,9,0,0,0,1,2,0,0,0,1,37.3,165,130,0,0,55,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,13
0,0,0,100,5,4,0,2,64.0422,0,0,1,1,0,0,0,0,0,0,0,0,0,9.23,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5
1,0,0,312,12,12,0,1,168.06099999999995,0,0,6,0,0,0,0,5,5,0,0,0,0,110.38,0,0,0,0,0,55,95,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,7
0,0,0,197,8,7,2,2,110.048,0,0,4,0,0,0,0,2,3,0,0,0,1,83.55,0,10,5,3,3,10,17,9,5,3,3,5,0,2,0,0,0,0,0,0,0,1,3,2,1,1,0,8
2,0,2,467,25,26,12,11,314.233,0,0,5,2,0,0,0,0,1,0,0,1,0,54.46,86,139,34,0,0,33,15,0,0,0,0,0,0,0,0,60,21,5,0,0,0,5,4,1,0,0,2,16
0,0,0,228,6,5,0,1,165.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,30,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6
0,0,0,129,6,5,0,2,95.5065,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6
1,0,1,176,11,11,6,4,132.118,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,1,6
1,0,1,205,11,11,8,2,138.102,0,0,2,0,0,0,0,0,1,0,0,0,0,29.1,6,8,6,0,0,0,2,0,0,0,0,0,0,0,0,4,3,1,0,0,0,2,1,1,0,0,1,6
1,0,1,377,12,12,6,0,265.329,0,0,1,0,0,0,0,0,1,0,0,0,0,20.23,38,95,19,0,0,57,19,0,0,0,0,0,0,0,0,5,6,1,0,0,0,5,6,1,0,0,1,7
0,0,0,309,9,8,4,1,225.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,88,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9
1,0,1,241,12,12,8,3,154.102,0,0,3,0,0,0,0,0,1,0,0,0,0,38.33,0,9,2,0,0,7,7,0,0,0,0,0,0,0,0,3,4,1,0,0,0,1,2,1,0,0,1,7
0,0,0,100,5,4,2,2,64.0422,0,0,1,0,0,0,0,0,0,0,0,0,0,9.23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5
1,0,1,160,10,10,6,2,120.107,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,1,5
1,0,1,175,8,8,6,0,106.063,0,0,4,0,0,0,0,0,1,0,0,0,0,71.77,0,0,0,0,0,2,10,6,0,4,4,0,0,0,0,0,1,1,1,0,0,0,2,2,1,0,1,3
1,0,1,148,8,8,6,0,100.074,0,0,1,0,0,0,0,0,1,0,0,0,0,20.23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,3
0,0,0,132,7,6,0,2,88.0636,0,0,1,1,0,0,0,1,1,0,0,0,0,20.23,18,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,7
1,0,1,198,10,10,8,2,144.154,0,0,2,0,0,0,0,0,0,0,0,0,0,38.05,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,0,0,0,0,2,1,0,1,5
3,1,1,405,21,23,12,4,266.187,0,0,4,3,0,0,0,0,1,0,0,0,0,38.77,84,167,0,0,0,42,0,0,0,0,0,0,0,0,0,35,14,0,0,0,0,7,4,0,0,0,1,8
0,0,0,184,9,8,2,5,116.074,0,0,2,3,0,0,0,0,1,0,0,0,0,26.3,32,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,9
0,0,0,208,8,7,0,3,112.04,0,0,4,0,0,0,0,4,4,0,0,0,0,80.92,0,0,0,0,0,22,44,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8
5,0,5,352,22,26,22,0,264.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,1
0,0,0,116,6,5,2,2,76.0529,0,0,1,2,0,0,0,0,1,0,0,0,0,17.07,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,6
4,1,3,470,23,26,18,1,331.115,0,0,4,0,0,0,0,0,0,0,0,0,0,43.07,22,90,0,0,0,71,0,0,0,0,0,0,0,0,0,32,50,0,0,0,7,3,6,0,0,0,3,5
0,0,0,130,4,3,0,1,94.9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
0,0,0,277,7,6,0,1,196.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,7
4,1,0,528,28,31,2,4,352.254,0,0,4,10,6,0,0,3,4,0,0,0,1,77.76,861,555,229,0,142,54,60,0,22,8,0,20,0,0,0,0,0,0,0,0,0,21,4,2,0,1,0,12
1,0,1,157,8,8,6,0,102.07,0,0,2,0,0,0,0,0,1,0,0,0,0,22.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3
2,0,2,196,11,12,10,0,136.106,0,0,1,0,0,0,0,0,1,0,0,0,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,2,2
1,0,1,271,11,11,9,0,273.889,0,0,2,0,0,0,0,0,1,0,1,0,0,44.02,4,16,6,0,0,6,6,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,2,1,0,0,1,6
0,0,0,238,10,9,4,4,136.065,0,0,5,2,0,0,0,1,3,0,0,0,1,106.41,1,19,10,10,5,14,25,25,7,5,10,7,5,7,0,0,0,0,0,0,0,2,3,2,2,1,0,10
1,0,1,121,7,7,6,0,86.071,0,0,1,0,0,0,0,0,0,0,0,0,0,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2
2,0,2,378,17,18,12,2,259.04400000000004,0,0,2,1,0,0,0,0,2,0,0,0,0,40.46,16,54,30,0,0,38,36,0,0,6,0,0,0,0,0,14,22,10,0,0,2,3,4,2,0,0,2,7
2,0,2,305,16,17,14,3,202.145,0,0,3,0,0,0,0,0,2,0,0,1,0,49.33,0,0,0,0,0,4,10,0,0,4,0,0,0,0,0,0,11,9,0,0,3,0,2,2,0,0,2,6
2,0,2,486,18,19,12,1,356.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,79,158,0,0,0,79,0,0,0,0,0,0,0,0,0,29,29,0,0,0,1,6,6,0,0,0,2,8
1,0,1,128,8,8,8,1,96.0856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,3
1,0,1,274,11,11,8,1,152.065,0,0,6,0,0,0,0,1,4,0,0,1,1,103.02,0,0,0,0,0,26,26,0,10,2,0,6,0,0,0,0,6,0,0,1,0,0,4,2,0,1,1,6
1,0,1,321,16,16,6,5,222.206,0,0,5,0,0,0,0,0,0,0,0,0,0,62.73,54,64,40,0,0,6,16,0,0,4,0,0,0,0,0,13,0,2,0,0,0,5,3,2,0,0,1,11
2,0,2,339,15,16,12,1,250.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,24,0,0,0,12,0,0,0,0,0,0,0,0,0,14,14,0,0,0,1,3,3,0,0,0,2,5
2,0,2,486,18,19,12,1,356.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83,166,0,0,0,83,0,0,0,0,0,0,0,0,0,30,30,0,0,0,1,6,6,0,0,0,2,8
0,0,0,145,7,6,0,4,151.968,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7
1,0,1,348,17,17,8,4,220.144,0,0,6,0,0,0,0,0,1,1,0,0,0,58.56,3,50,0,0,0,54,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,2,6,0,0,0,1,12
3,0,2,407,21,23,12,4,299.713,0,0,2,1,0,0,0,0,0,0,0,0,0,6.48,16,37,0,0,0,16,0,0,0,0,0,0,0,0,0,14,18,0,0,0,2,3,3,0,0,0,2,8
1,0,1,341,11,11,6,0,249.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,76,0,0,0,38,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,1,6
0,0,0,130,4,3,2,0,183.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
1,0,1,173,9,9,8,1,114.081,0,0,2,0,0,0,0,0,1,0,0,1,0,43.09,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,1,0,1,4
0,0,0,152,7,6,2,3,92.0523,0,0,2,0,1,0,0,0,1,0,0,0,0,26.3,4,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7
0,0,0,180,10,9,2,7,124.096,0,0,1,7,0,0,0,0,1,0,0,0,0,17.07,84,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,10
4,1,0,444,24,27,6,2,300.223,0,0,3,8,4,0,0,1,3,0,0,0,0,54.37,512,324,120,0,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,0,0,0,8
1,0,0,312,12,12,0,0,168.06099999999995,0,0,6,0,0,0,0,6,6,0,0,0,0,121.38,0,0,0,0,0,57,114,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7
0,0,0,152,7,6,4,2,92.0523,0,0,2,0,0,0,0,0,1,0,0,0,0,26.3,4,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7
3,0,0,196,11,12,0,0,136.106,0,0,1,4,1,0,0,0,0,0,0,0,0,9.23,74,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,4
2,0,2,360,20,21,12,5,248.191,0,0,2,2,2,0,0,0,2,0,0,0,0,40.46,35,78,78,0,0,11,22,0,0,11,0,0,0,0,0,30,16,16,0,0,3,6,2,2,0,0,2,10
0,0,0,132,7,6,0,2,88.0636,0,0,1,1,1,0,0,1,1,0,0,0,0,20.23,22,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,7
2,0,2,339,15,16,12,1,250.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,32,0,0,0,16,0,0,0,0,0,0,0,0,0,13,13,0,0,0,1,3,3,0,0,0,2,5
3,1,2,224,14,16,12,0,168.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,0,0,0,0,2,2
